4	10
5	6
8	7
18	6
19	6
22	6
26	6
30	10
35	6
36	10
47	8
50	6
54	6
56	8
59	6
62	6
65	6
67	6
71	6
76	6
77	6
79	6
86	6
89	6
92	7
94	8
95	6
96	4
100	6
101	8
102	6
103	6
110	6
111	6
116	8
118	8
119	6
122	6
124	4
125	8
126	8
128	8
131	6
132	4
135	10
137	2
139	8
141	2
143	10
144	8
145	6
149	5
152	6
154	8
160	8
164	8
172	6
173	6
175	8
176	6
179	8
182	6
183	8
188	6
190	2
192	7
193	6
195	8
196	8
197	7
198	8
199	6
203	6
207	6
208	10
212	8
215	8
217	6
221	6
226	8
228	6
232	8
235	8
236	6
243	4
247	8
250	6
251	6
263	9
264	6
267	6
275	4
276	6
279	8
281	8
286	8
287	6
289	6
292	8
293	8
294	8
300	10
302	8
303	6
305	6
308	4
311	6
315	4
318	9
320	6
321	6
323	6
326	6
332	6
334	8
338	8
339	6
341	6
343	6
348	8
349	6
351	8
353	8
358	6
364	6
365	6
368	8
369	6
381	6
382	8
384	4
386	8
391	8
392	8
404	10
406	8
410	6
416	8
418	6
419	4
421	2
426	6
428	6
432	8
434	8
436	6
438	6
441	6
444	4
446	6
450	8
452	7
453	6
454	6
456	8
459	6
460	6
461	6
465	8
466	7
468	4
472	6
478	4
480	8
481	10
483	8
485	6
488	8
494	8
495	6
496	2
503	4
505	8
511	6
513	6
516	9
517	6
525	2
530	4
531	6
533	8
535	6
536	6
539	6
541	8
543	8
545	6
547	6
549	6
550	9
553	8
554	3
555	8
556	8
558	7
562	10
567	8
569	8
571	8
572	7
578	6
579	6
581	6
585	6
587	7
588	6
589	6
590	6
593	6
601	6
604	6
605	6
609	6
616	8
617	4
621	3
623	6
629	6
633	8
634	6
636	7
638	6
640	7
641	6
644	10
645	6
646	6
650	6
654	6
655	10
656	8
657	6
661	6
667	4
669	8
672	6
676	6
677	4
678	8
679	8
683	7
686	6
688	4
689	6
691	6
700	4
704	8
709	6
712	6
715	8
716	4
719	8
729	6
730	10
731	10
734	6
735	6
742	8
743	6
748	6
751	6
752	6
755	6
759	8
761	4
767	8
769	6
771	6
775	8
780	8
784	7
785	6
786	8
788	10
790	10
792	4
795	6
798	7
799	6
801	8
802	8
803	6
806	4
807	6
812	6
816	8
820	9
822	6
823	8
824	6
827	6
828	6
830	8
833	9
835	6
838	3
840	6
842	8
843	4
844	6
846	8
851	8
852	6
857	6
859	7
867	6
870	6
871	6
876	6
878	8
881	8
885	8
886	4
889	6
891	8
892	6
895	6
897	8
899	6
902	7
905	6
907	8
908	10
911	6
919	10
922	7
925	6
928	5
930	8
932	8
933	8
936	5
939	10
942	6
949	7
954	4
956	8
957	6
960	6
965	6
970	4
976	6
977	6
985	8
986	8
987	6
988	4
990	6
991	4
1001	8
1004	3
1005	8
1011	4
1018	7
1020	10
1021	8
1023	10
1025	2
1026	10
1028	6
1029	8
1031	8
1038	10
1041	8
1045	8
1046	6
1047	8
1050	6
1053	9
1054	6
1057	8
1058	8
1059	10
1061	6
1066	6
1070	6
1072	8
1078	6
1079	8
1082	10
1083	6
1086	6
1088	4
1090	8
1103	6
1104	10
1108	2
1112	8
1113	10
1114	6
1119	6
1123	4
1126	10
1132	9
1134	6
1139	8
1142	6
1143	10
1147	8
1148	6
1149	6
1152	8
1155	4
1156	8
1159	6
1160	8
1161	4
1162	8
1163	9
1165	8
1166	6
1171	6
1176	8
1178	10
1179	8
1180	6
1181	8
1182	6
1183	8
1185	6
1186	8
1190	8
1191	6
1193	8
1194	8
1198	8
1199	6
1202	6
1204	8
1206	6
1209	6
1211	6
1214	9
1216	6
1220	7
1224	7
1226	6
1227	6
1228	6
1230	8
1232	6
1238	6
1239	6
1242	10
1243	6
1245	6
1249	8
1250	6
1253	4
1256	6
1257	6
1260	6
1261	8
1268	6
1269	10
1275	6
1278	7
1280	6
1283	10
1286	6
1287	6
1288	9
1294	6
1301	4
1302	7
1305	8
1307	6
1309	6
1319	8
1325	8
1326	6
1327	6
1330	6
1331	8
1333	6
1335	6
1336	4
1337	6
1343	6
1344	6
1349	8
