18	8
24	10
34	8
36	6
38	10
46	5
57	10
64	6
75	9
90	10
96	8
103	6
119	6
125	7
126	5
135	6
139	6
143	6
144	6
157	10
173	8
182	8
194	8
196	8
203	8
213	6
214	6
226	8
242	10
267	4
289	6
310	8
340	8
349	8
353	5
356	6
393	8
399	8
407	10
408	7
410	10
411	8
426	5
429	8
438	6
450	6
452	7
455	10
461	6
462	8
463	6
465	5
466	5
473	6
482	6
484	8
493	5
496	8
506	8
508	5
523	10
524	6
526	8
529	5
533	8
536	8
541	6
544	1
558	8
575	10
580	6
582	8
585	4
594	10
595	8
601	10
604	6
616	9
617	8
630	10
634	8
654	8
657	4
659	7
678	8
683	6
707	6
721	10
738	8
739	4
742	6
756	6
757	8
770	6
780	6
788	8
798	5
801	8
812	8
823	6
829	10
836	10
837	4
867	2
874	8
886	6
887	6
891	6
892	8
896	4
900	6
901	10
905	8
908	10
909	6
914	8
915	6
917	8
918	8
922	7
923	8
932	8
936	5
939	10
951	10
952	8
972	10
997	10
1026	8
1038	10
1051	4
1073	8
1083	8
1092	5
1115	10
1124	6
1126	8
1127	8
1129	8
1139	5
1172	6
1174	6
1177	8
1189	6
1207	8
1217	10
1224	7
1240	6
1242	6
1265	6
1270	8
1274	8
1287	4
1288	5
1294	7
1302	5
1315	10
1333	8
1334	4
1340	8
1350	8
1372	8
1377	4
1381	10
1392	5
1397	7
1401	6
1407	7
1408	7
1419	2
1421	8
1429	10
1435	7
1444	8
1448	8
1479	6
1485	7
1492	8
1521	6
1525	8
1534	2
1549	8
1557	6
1561	6
1577	6
1579	8
1590	7
1615	8
1623	10
1624	6
1632	7
1633	6
1636	8
1638	8
1645	6
1660	8
1665	10
1672	5
1679	8
1681	2
1694	6
1697	3
1709	8
1716	10
1719	6
1724	4
1747	4
1752	10
1763	6
1765	10
1766	8
1771	6
1786	8
1787	5
1808	6
1813	8
1825	6
1836	6
1854	6
1858	7
1860	6
1861	2
1864	8
1867	8
1880	6
1883	8
1906	8
1915	8
1917	10
1918	5
1921	10
1926	8
1939	8
1947	10
1981	7
1988	6
1992	8
1994	6
1995	8
1999	6
2002	8
2003	8
2012	9
2034	5
2039	2
2045	7
2053	6
2055	8
2068	6
2078	8
2085	8
2090	10
2091	6
2093	8
2099	8
2110	10
2115	6
2133	8
2134	6
2149	8
