8	8
19	8
34	4
36	8
40	8
41	6
44	8
73	6
78	9
98	6
112	6
122	10
126	7
139	6
143	10
144	9
201	8
203	10
212	4
214	8
215	10
226	8
229	6
230	8
237	6
267	5
272	9
275	10
276	7
285	10
289	6
301	8
340	10
351	8
368	8
419	8
447	8
450	8
485	8
487	8
498	8
500	10
509	10
512	8
523	10
548	10
558	8
571	7
572	10
585	8
591	6
595	8
604	4
618	10
621	9
634	4
642	10
648	10
650	10
657	6
662	10
671	4
672	8
691	10
739	2
745	10
772	8
780	10
782	6
801	10
824	4
826	9
830	10
840	8
863	8
867	10
886	10
887	10
900	10
906	9
914	6
933	6
953	8
957	8
977	10
980	6
988	8
1047	10
1053	10
1060	8
1116	10
1125	4
1127	10
1139	7
1168	2
1176	4
1186	9
1222	8
1224	8
1233	8
1237	7
1270	9
1288	10
1302	6
1305	8
1306	10
1320	10
1327	6
1333	8
1350	8
1355	9
1377	6
1408	7
1419	5
1422	4
1425	6
1435	8
1439	9
1451	6
1485	8
1488	6
1519	8
1526	8
1534	8
1536	6
1541	8
1551	10
1557	10
1562	10
1567	8
1580	10
1590	6
1605	10
1614	6
1624	10
1629	4
1630	10
1640	7
1650	6
1652	8
1663	7
1689	6
1731	8
1744	6
1756	10
1762	8
1763	8
1780	8
1805	8
1816	8
1817	8
1851	10
1854	8
1858	10
1860	9
1864	10
1866	7
1874	10
1876	7
1880	6
1883	10
1888	10
1891	10
1906	6
1915	7
1926	9
1945	7
1960	10
1988	9
1995	10
2028	4
2039	6
2050	4
2053	8
2057	10
2069	10
2083	7
2085	8
2096	10
2105	8
2134	8
2152	10
2167	7
2180	8
2194	8
2204	8
2213	4
2233	8
2241	8
2254	10
2258	6
2275	2
2276	10
2307	10
2308	10
2338	10
2350	6
2376	9
2401	1
2404	10
2417	8
2424	8
2425	8
2429	7
2438	10
2454	8
2466	6
2467	4
2475	4
2500	9
2503	8
2504	10
2522	8
2527	7
2540	10
2545	6
2555	6
2574	10
2583	6
2624	6
2632	8
2654	8
2684	10
2685	8
2686	7
2696	10
2709	6
2714	5
2720	8
2729	8
2731	10
2747	10
2764	10
2765	8
2785	7
2798	10
2828	10
2829	9
2848	8
2852	7
2853	7
2877	6
2879	6
2892	1
2899	10
2900	6
2905	10
2912	6
2925	8
2930	9
2936	5
2942	6
2944	6
2958	10
2988	9
2991	10
3004	8
3020	8
3022	10
3025	8
3026	8
3041	8
3047	8
3061	8
3067	10
3088	8
3095	10
3109	10
3126	8
3145	8
3148	7
3154	8
3159	8
3163	6
3170	4
3174	7
3185	10
3200	4
3220	8
3235	10
3254	6
3257	10
3270	7
3277	7
3296	8
3309	10
3334	8
3336	7
3337	7
3362	10
3366	8
3368	7
3393	10
3406	6
3414	8
3420	10
3426	10
3427	8
3430	8
3434	8
3476	6
3483	10
3496	10
3504	4
3515	8
3519	10
3521	9
3524	6
3530	9
3562	10
3570	10
3579	9
3592	2
3593	10
3599	9
3619	8
3635	8
3639	10
3646	6
3652	10
3658	8
3669	8
3706	9
3716	8
3721	8
3729	10
3748	6
3783	10
3784	6
3805	8
3810	6
3816	4
3817	7
3828	10
3896	8
3905	6
3956	6
3991	5
4000	6
4007	6
4039	8
4043	2
4051	10
4056	8
4114	4
4122	5
4152	8
4153	7
4156	8
4180	6
4182	10
4192	8
4203	10
4220	6
4227	10
4229	6
4236	6
4257	10
4258	7
4262	10
4263	6
4289	8
4312	7
4342	7
4350	10
4358	10
4368	4
4377	6
4396	8
4401	7
4403	10
4404	10
4430	10
4436	8
4497	10
4499	9
4501	8
4523	6
4527	8
4549	8
4568	10
4582	10
4606	8
4611	8
4612	6
4623	8
4664	10
4665	6
4689	3
4712	8
4720	9
4724	6
4766	10
4778	10
4795	8
4796	8
4815	8
4818	8
4850	8
4872	2
4882	8
4888	10
4893	10
4924	8
4939	8
4964	6
4993	8
5000	10
5007	10
5019	7
5035	10
5039	8
5044	8
5050	8
5085	6
5089	4
5100	8
5102	10
5112	10
5116	10
5118	8
5134	10
5168	8
5191	8
5192	10
5199	10
5221	8
5226	8
5236	7
5243	10
5244	8
5247	8
5255	10
5262	5
5266	8
5275	8
5353	7
5396	9
5409	6
5423	6
5429	10
5438	6
5457	8
5467	10
5474	8
5510	8
5515	8
5525	10
5539	8
5579	10
5580	6
5631	4
5632	10
5641	10
5669	9
5670	7
5678	10
5679	6
5686	8
5694	8
5714	4
5720	6
5721	8
5741	8
5744	8
5750	8
5779	8
5798	6
5823	10
5829	6
5849	6
5857	8
5870	8
5888	8
5889	10
5894	8
5904	8
5908	6
5917	8
5931	6
5933	8
5938	6
5939	6
5955	8
5979	9
5981	4
5986	10
5998	8
6014	7
6018	6
6070	10
6076	8
6115	8
6144	8
6148	10
6150	6
6159	5
6161	8
6205	6
6230	8
6234	6
6235	10
6260	4
6261	6
6268	6
6273	8
6276	10
6280	10
6283	10
6289	3
6290	10
6352	6
6354	3
6373	8
6385	8
6393	9
6394	10
6408	6
6419	6
6426	10
6443	7
6446	8
6453	6
6465	6
6481	6
6497	4
6512	10
6541	4
6569	10
6581	10
6582	9
6587	8
6601	8
6603	6
6608	10
6625	7
6644	8
6649	10
6662	6
6671	8
6678	9
6699	10
6707	6
6715	6
6745	10
6757	6
6774	8
6784	8
6785	8
6794	10
6845	2
6865	8
6873	8
6882	6
6890	4
6895	9
6910	4
6923	8
6948	10
6949	9
6960	8
6982	8
6986	8
7018	9
7023	10
7031	8
7038	6
7046	4
7081	4
7083	6
7127	8
7131	6
7140	10
7142	8
7145	10
7160	10
7173	8
7181	8
7195	10
7207	10
7234	8
7237	8
7246	10
7247	1
7254	8
7259	6
7282	8
7287	9
7304	7
7315	7
7319	8
7321	8
7329	10
7344	6
7350	8
7358	10
7359	8
7416	10
7424	8
7436	10
7445	10
7455	6
7471	3
7472	10
7476	8
7510	3
7534	6
7540	7
7554	10
7566	8
7568	8
7570	6
7571	8
7587	8
7598	8
7605	10
7612	6
7613	5
7628	10
7655	8
7659	8
7660	9
7674	8
7675	6
7687	10
7697	10
7706	4
7707	2
7711	6
7747	8
7749	9
7761	10
7819	7
7856	10
7859	7
7888	8
7902	6
7909	8
7954	10
7972	7
7976	9
7979	8
7981	10
7986	8
7989	4
8031	2
8046	8
8053	4
8054	6
8055	8
8060	8
8065	8
8110	4
8114	8
8116	6
8117	9
8127	8
8140	8
8145	6
8166	6
8168	6
8173	10
8181	7
8198	8
8215	10
8222	8
8224	9
8231	6
8232	6
8240	8
8272	6
8274	9
8285	7
8298	9
8305	10
8306	10
8323	6
8328	8
8338	8
8372	8
8430	6
8475	9
8493	10
8495	4
8504	8
8508	8
8514	8
8517	10
8551	8
8604	6
8650	6
8676	8
8680	9
8682	6
