8	8
24	6
33	6
36	10
57	8
64	6
73	10
90	6
92	9
96	10
98	10
106	6
112	6
118	6
126	6
134	10
135	6
144	9
152	8
154	8
156	4
158	10
164	10
166	8
167	10
173	8
175	10
177	6
179	10
182	10
189	10
192	6
198	8
203	10
204	6
208	10
212	8
215	10
224	10
228	10
230	10
232	6
236	8
242	10
243	6
251	10
262	8
263	10
265	6
281	8
290	8
294	10
296	9
320	8
340	6
348	10
353	10
356	6
361	6
381	8
383	6
385	6
390	7
392	8
393	8
394	4
399	10
404	8
407	8
410	8
415	4
418	8
419	6
426	7
427	8
434	4
449	10
453	8
455	10
456	6
461	8
462	8
463	4
465	7
473	6
481	8
482	8
484	8
485	10
494	6
499	6
505	6
517	10
522	6
523	10
526	8
530	8
535	8
537	8
541	8
545	10
553	10
556	8
557	2
560	8
562	10
567	10
568	8
572	7
573	8
576	8
577	8
585	6
604	6
612	6
616	10
617	6
621	7
623	8
642	8
645	6
647	10
655	10
656	6
657	6
660	9
670	10
671	4
679	6
683	7
685	6
688	10
690	8
699	10
716	4
719	6
731	10
739	10
741	8
745	8
746	7
756	6
757	6
759	8
771	6
775	10
780	8
785	10
788	9
790	6
795	10
800	8
807	8
809	9
813	6
823	8
826	7
829	10
836	6
838	6
840	8
844	8
846	8
853	8
856	10
857	9
863	8
866	10
870	6
871	6
878	8
881	8
885	6
886	2
890	8
892	10
893	10
897	10
900	8
906	4
908	10
914	10
923	8
931	8
933	6
939	8
951	6
957	10
972	10
976	8
977	4
988	10
996	6
997	6
1008	10
1018	7
1020	10
1027	10
1032	8
1043	10
1045	8
1048	5
1050	6
1057	8
1059	10
1082	10
1083	10
1084	8
1091	4
1106	7
1115	10
1123	10
1124	6
1127	10
1129	8
1132	8
1144	8
1147	10
1148	8
1169	8
1172	6
1178	8
1184	6
1185	6
1186	10
1189	8
1195	6
1198	7
1214	8
1215	6
1224	10
1229	8
1236	9
1237	7
1238	8
1239	8
1240	8
1242	8
1250	8
1254	10
1265	6
1270	8
1273	8
1274	10
1287	2
1296	8
1302	10
1305	8
1309	6
1326	9
1333	8
1336	8
1337	6
1340	8
1344	6
1368	6
1369	6
1377	10
1381	10
1382	10
1386	8
1390	6
1391	8
1392	5
1404	6
1406	8
1407	10
1408	7
1409	6
1420	6
1422	8
1425	6
1434	8
1435	8
1440	9
1444	8
1448	10
1453	6
1466	9
1474	7
1481	4
1485	9
1496	7
1499	4
1515	6
1518	6
1532	7
1534	6
1536	9
1541	8
1542	6
1552	8
1557	10
1561	6
1562	8
1567	8
1568	9
1577	8
1579	10
1580	10
1583	2
1595	8
1599	10
1602	10
1611	8
1614	6
1624	4
1625	9
1626	10
1628	10
1632	9
1633	8
1636	6
1638	10
1642	10
1667	8
1678	10
1679	6
1693	6
1694	10
1703	10
1712	6
1716	6
1730	8
1742	6
1752	10
1771	7
1779	8
1786	9
1805	8
1807	6
1808	10
1813	10
1814	10
1816	6
1819	6
1821	10
1825	10
1829	6
1830	10
1843	10
1844	6
1846	6
1854	9
1860	8
1861	4
1864	8
1867	6
1870	9
1871	7
1874	10
1880	8
1881	6
1883	8
1887	10
1890	10
1891	10
1892	6
1905	10
1906	8
1908	7
1912	8
1913	10
1915	9
1916	10
1917	10
1918	8
1926	8
1951	6
1965	9
1976	8
1977	6
1981	8
1983	6
1988	6
1994	8
1998	10
2002	8
2003	8
2012	5
2015	6
2018	8
2033	8
2034	6
2053	6
2062	8
2066	6
2072	6
2077	10
2082	8
2085	10
2096	8
2099	6
2104	6
2115	8
2123	10
2134	8
2140	8
2149	8
2152	4
2155	6
2165	10
2167	8
2168	9
2177	8
2178	8
2183	8
2192	8
2196	6
2201	6
2202	8
2204	8
2209	6
2213	8
2215	9
2218	7
2233	8
2237	8
2240	10
2243	10
2248	8
2252	8
2258	9
2261	4
2267	8
2275	8
2277	8
2279	10
2286	8
2291	9
2304	4
2308	8
2315	10
2324	9
2327	6
2329	8
2332	6
2339	8
2343	6
2347	6
2350	8
2353	10
2356	9
2362	8
2364	6
2372	6
2379	10
2385	10
2396	6
2404	8
2415	8
2423	8
2424	8
2428	8
2430	6
2431	10
2448	7
2450	6
2455	8
2457	8
2459	8
2470	10
2471	6
2490	10
2494	8
2498	6
2500	6
2501	8
2505	10
2508	6
2517	9
2519	8
2522	8
2534	6
2536	8
2540	10
2541	6
2547	10
2548	6
2550	10
2552	8
2555	8
2561	10
2572	8
2575	8
2581	6
2582	8
2586	4
2594	8
2596	10
2609	8
2630	8
2635	8
2636	6
2637	6
2641	10
2649	10
2650	8
2652	8
2656	8
2660	10
2661	6
2662	5
2667	10
2668	6
2676	9
2682	8
2689	10
2696	8
2698	10
2702	6
2709	10
2729	6
2731	6
2742	10
2745	8
2747	8
2759	6
2765	8
2774	10
2784	8
2785	7
2787	6
2799	8
2804	10
2819	8
2825	10
2827	10
2829	7
2832	6
2845	10
2850	8
2852	8
2853	7
2855	8
2856	6
2858	10
2860	8
2872	8
2875	10
2882	10
2883	8
2886	6
2895	9
2904	4
2908	8
2915	9
2917	8
2927	8
2931	8
2938	8
2940	8
2950	10
2965	10
2966	8
2969	8
2977	6
2987	10
2988	8
2991	8
2994	10
2999	8
3001	8
3012	6
3015	10
3016	9
3030	8
3032	6
3034	9
3036	8
3052	8
3061	8
3067	6
3070	8
3087	6
3089	6
3098	8
3103	8
3105	8
3106	6
3115	8
3116	6
3117	9
3131	10
3132	8
3138	8
3145	6
3149	4
3154	6
3157	8
3163	8
3164	9
3167	8
3171	10
3172	6
3178	10
3179	10
3182	7
3194	8
3195	4
3198	10
3199	6
3200	4
3210	10
3215	6
3220	8
3221	10
3225	10
3229	9
3237	10
3241	6
3243	8
3253	10
3254	10
3264	8
3270	8
3273	6
3280	5
3298	8
3301	5
3304	7
3308	10
3309	8
3313	10
3321	6
3325	8
3326	8
3333	8
3335	10
3338	6
3342	6
3344	6
3350	6
3366	4
3371	2
3382	8
3392	7
3393	10
3398	6
3409	8
3414	6
3415	2
3418	9
3420	10
3424	8
3434	8
3436	6
3440	6
3442	10
3443	8
3444	6
3453	10
3460	6
3461	6
3462	8
3466	8
3471	10
3474	8
3485	6
3493	7
3494	6
3504	4
3505	8
3514	8
3523	6
3530	9
3550	6
3556	8
3561	4
3567	8
3568	10
3570	6
3577	8
3599	9
3606	10
3612	8
3626	8
3631	4
3633	8
3635	10
3657	6
3660	8
3668	10
3669	4
3679	6
3681	8
3685	6
3695	6
3696	8
3698	8
3706	7
3720	6
3721	8
3726	6
3738	8
3739	8
3740	6
3752	8
3756	8
3758	6
3761	8
3779	10
3782	8
3783	9
3784	3
3788	10
3793	4
3798	6
3807	6
3810	5
3817	6
3826	10
3827	10
3839	8
3846	8
3850	6
3857	8
3860	4
3870	8
3880	8
3894	10
3896	8
3905	6
3906	8
3915	6
3930	10
3931	8
3936	6
3941	8
3946	6
3949	10
3968	10
3970	9
3979	6
3980	6
3991	8
4000	10
4007	8
4010	8
4014	8
4015	8
4020	6
4021	8
4027	6
4032	6
4038	8
4039	8
4040	6
4043	2
4054	8
4062	10
4076	10
4078	8
4094	8
4100	6
4105	8
4112	8
4114	8
4116	10
4124	6
4127	6
4129	7
4130	6
4132	8
4136	10
4139	6
4148	10
4153	7
4156	9
4160	6
4172	8
4173	10
4182	8
4190	10
4194	10
4195	10
4200	10
4203	6
4204	8
4207	10
4212	8
4213	8
4218	7
4219	6
4221	8
4225	6
4226	7
4227	6
4228	10
4229	8
4233	8
4236	10
4246	10
4247	10
4251	10
4256	8
4258	6
4262	6
4263	10
4282	10
4285	8
4288	8
4289	8
4296	10
4297	6
4308	8
4314	6
4337	6
4344	8
4350	6
4355	6
4364	7
4373	10
4380	8
4385	10
4396	8
4399	8
4401	4
4403	9
4404	8
4405	6
4408	10
4409	8
4413	8
4423	6
4428	8
4430	6
4436	8
4440	8
4450	9
4457	10
4460	6
4461	2
4464	8
4469	8
4471	4
4473	9
4474	10
4475	8
4491	8
4496	10
4500	4
4503	9
4507	10
4512	6
4513	6
4518	8
4519	6
4520	9
4523	4
4526	6
4527	10
4544	9
4556	10
4558	10
4563	8
4566	10
4569	10
4570	8
4571	8
4578	6
4586	8
4592	8
4598	6
4605	7
4609	4
4611	6
4614	10
4616	8
4618	10
4625	6
4629	8
4635	8
4646	8
4653	8
